flow_id,id_from,id_to
9383_0168,925,914
9383_0169,906,169
9383_0173,7803,995
9383_0174,906,921
9383_0211,925,916
9383_0214,7803,960
9383_0243,7803,959
9383_0244,919,244
9383_0276,900,984
9383_0911,926,911
9383_0913,925,913
9383_0914,926,914
9383_6000,7803,960
9383_6012,925,912
9383_6013,926,916
9383_6014,926,916
9383_6015,926,916
9383_6019,7803,979
9383_6034,906,918
9383_6036,906,108
9383_6037,902,68
9383_6039,7803,960
9383_6043,900,901
9383_6046,900,901
9383_6054,7803,960
9383_6055,902,68
9383_6060,900,901
9383_6998,906,6998
9383_7802,900,937
9389_0059,998,960
9389_0214,998,960
9389_0270,998,960
9389_0286,999,286
9389_6000,998,960
9397_0033,986,987
9399_0213,983,213
9399_6023,983,213
9399_6040,983,213
9399_6042,983,213
9403_0055,981,982
9403_0079,981,79
9403_0276,981,984
9405_0055,982,55
9405_0079,981,79
9406_0001,900,1
9406_0031,7803,990
9406_0032,997,32
9406_0036,902,36
9406_0038,902,38
9406_0040,905,40
9406_0045,917,45
9406_0051,910,51
9406_0061,997,61
9406_0064,926,64
9406_0066,919,66
9406_0070,900,70
9406_0071,926,71
9406_0081,926,81
9406_0104,926,104
9406_0108,906,108
9406_0122,926,122
9406_0141,926,913
9406_0145,926,145
9406_0168,926,914
9406_0174,906,921
9406_0211,926,916
9406_0236,7803,990
9406_0244,919,244
9406_0276,7803,984
9406_0284,920,7804
9406_0911,926,911
9406_0912,926,912
9406_0913,926,913
9406_0914,926,914
9406_6012,926,912
9406_6013,926,916
9406_6014,926,916
9406_6015,926,916
9406_6028,920,44
9406_6035,926,916
9406_6036,906,108
9406_6037,902,68
9406_6043,900,901
9406_6046,900,901
9406_6050,917,6050
9407_0032,997,32
9407_0040,905,40
9407_0064,926,64
9407_0244,919,244
9407_0911,926,911
9407_0912,926,912
9407_6006,905,40
9407_7001,919,7001
9409_0035,978,977
9409_0046,978,46
9409_0057,963,57
9409_0060,964,60
9409_0065,978,965
9409_0067,978,967
9409_0101,968,101
9409_0124,978,969
9413_0001,900,1
9413_0025,7803,937
9413_0032,7803,997
9413_0033,986,987
9413_0035,7803,978
9413_0036,7803,902
9413_0037,7803,938
9413_0038,7803,902
9413_0044,7803,920
9413_0045,7803,917
9413_0046,7803,978
9413_0051,7803,910
9413_0057,7803,963
9413_0058,994,58
9413_0060,964,60
9413_0061,7803,997
9413_0064,7803,926
9413_0066,7803,919
9413_0070,900,70
9413_0076,988,76
9413_0077,979,77
9413_0082,928,82
9413_0087,7803,939
9413_0101,7803,968
9413_0147,7803,908
9413_0173,995,173
9413_0214,960,214
9413_0243,993,243
9413_0244,7803,919
9413_0270,960,961
9413_0276,984,276
9413_0284,7803,920
9413_6006,7803,905
9413_6036,7803,906
9413_6037,7803,902
9413_6064,7803,7809
9413_6065,7803,7809
9413_7001,7803,919
9414_0029,929,29
9417_0037,957,938
9417_0087,957,939
9425_0079,981,79
9532_0025,937,25
9532_0037,938,37
9532_0057,963,57
9532_0065,968,965
9532_0101,968,101
9541_0001,900,1
9541_0064,926,64
9541_0108,906,108
9541_6046,926,901
9541_6056,900,6056
9542_0001,900,1
9542_0025,7803,937
9542_0032,997,32
9542_0033,7803,986
9542_0037,7803,938
9542_0040,905,40
9542_0045,917,45
9542_0046,7803,978
9542_0051,910,51
9542_0057,7803,963
9542_0058,7803,994
9542_0060,7803,964
9542_0061,997,61
9542_0064,926,64
9542_0066,919,66
9542_0070,900,70
9542_0071,926,71
9542_0077,7803,979
9542_0081,926,81
9542_0087,7803,939
9542_0101,7803,968
9542_0104,926,104
9542_0122,926,122
9542_0141,926,913
9542_0145,926,145
9542_0168,926,914
9542_0244,919,244
9542_6012,926,145
9542_6013,926,916
9542_6014,926,916
9542_6015,926,916
9542_6036,906,108
9979_0001,900,1
9979_0044,7803,920
9979_0070,900,70
9979_6043,900,901
9998_0001,900,1
9998_0025,937,25
9998_0029,7803,929
9998_0031,7803,990
9998_0032,997,32
9998_0033,986,987
9998_0035,978,977
9998_0036,902,36
9998_0037,938,37
9998_0038,902,38
9998_0040,905,40
9998_0044,920,44
9998_0045,917,45
9998_0046,978,46
9998_0048,992,48
9998_0050,900,962
9998_0051,910,51
9998_0055,7803,982
9998_0057,963,57
9998_0058,959,994
9998_0059,960,918
9998_0060,964,60
9998_0061,997,61
9998_0063,910,902
9998_0064,926,64
9998_0065,978,965
9998_0066,919,66
9998_0067,978,967
9998_0068,902,68
9998_0070,900,70
9998_0071,926,71
9998_0076,959,988
9998_0077,979,77
9998_0079,981,79
9998_0081,926,81
9998_0082,906,928
9998_0087,939,87
9998_0101,968,101
9998_0103,940,103
9998_0104,926,104
9998_0107,955,107
9998_0108,906,108
9998_0122,926,911
9998_0123,956,123
9998_0124,978,969
9998_0126,906,907
9998_0130,906,130
9998_0141,926,913
9998_0143,989,143
9998_0145,926,145
9998_0147,7803,908
9998_0154,906,154
9998_0168,926,914
9998_0169,906,169
9998_0173,959,995
9998_0174,906,921
9998_0189,900,925
9998_0209,7803,209
9998_0211,926,916
9998_0213,7803,983
9998_0214,960,214
9998_0236,7803,990
9998_0237,927,237
9998_0243,959,993
9998_0244,919,244
9998_0264,959,930
9998_0270,961,270
9998_0272,7803,7800
9998_0276,959,984
9998_0282,960,7806
9998_0284,920,7804
9998_0286,960,998
9998_0901,900,901
9998_0911,926,911
9998_0912,926,912
9998_0913,925,913
9998_0914,926,914
9998_0915,909,915
9998_0930,959,930
9998_0959,900,959
9998_6000,960,214
9998_6006,905,40
9998_6011,926,913
9998_6012,926,912
9998_6013,926,916
9998_6014,926,916
9998_6015,926,916
9998_6016,900,6016
9998_6018,979,77
9998_6019,979,77
9998_6020,979,77
9998_6022,979,77
9998_6023,979,77
9998_6026,960,214
9998_6027,960,214
9998_6028,920,44
9998_6029,920,44
9998_6034,923,257
9998_6035,926,916
9998_6036,906,108
9998_6037,902,68
9998_6039,7803,960
9998_6040,959,983
9998_6042,959,213
9998_6043,900,901
9998_6044,923,257
9998_6045,917,45
9998_6046,926,901
9998_6053,920,44
9998_6054,960,214
9998_6055,902,68
9998_6056,900,6056
9998_6059,997,901
9998_6060,900,901
9998_6064,7803,7809
9998_6065,7803,7809
9998_7000,907,7000
9998_7001,919,7001
9999_0001,900,1
9999_0025,937,25
9999_0029,929,29
9999_0032,905,997
9999_0035,977,35
9999_0037,937,938
9999_0040,905,40
9999_0044,920,44
9999_0046,978,46
9999_0051,910,51
9999_0057,963,57
9999_0061,905,997
9999_0064,926,64
9999_0065,965,65
9999_0067,967,67
9999_0076,988,76
9999_0077,979,77
9999_0079,981,79
9999_0101,968,101
9999_0107,937,955
9999_0122,926,122
9999_0123,937,7802
9999_0124,969,124
9999_0168,926,168
9999_0173,959,995
9999_0244,919,244
9999_0264,959,930
9999_0276,981,984
9999_6000,960,214
9999_6013,916,211
9999_6014,916,211
9999_6022,979,77
9999_6023,983,213
9999_6027,960,214
9999_6028,920,44
9999_6029,920,44
9999_6035,916,211
9999_6040,983,213
9999_6042,983,213
9999_6043,900,901
9999_6056,900,6056
9999_6059,901,6059
9999_6068,997,901
9999_7001,919,7001
0024_0068,964,7803
0242_0029,7803,929
0242_0032,997,32
0009_0025,937,25
0009_0029,929,29
0009_0031,990,31
0009_0033,986,987
0009_0035,977,35
0009_0037,938,37
0009_0046,978,46
0009_0050,964,962
0009_0055,982,55
0009_0056,922,56
0009_0057,963,57
0009_0058,994,58
0009_0059,918,59
0009_0060,964,60
0009_0065,978,965
0009_0067,978,967
0009_0076,988,76
0009_0077,979,77
0009_0079,981,79
0009_0082,928,82
0009_0087,939,87
0009_0101,968,101
0009_0103,7809,940
0009_0107,937,7802
0009_0124,978,969
0009_0141,913,141
0009_0143,989,143
0009_0168,914,168
0009_0173,995,173
0009_0174,921,174
0009_0211,916,211
0009_0213,983,213
0009_0214,960,214
0009_0236,990,996
0009_0237,927,237
0009_0243,993,243
0009_0257,923,257
0009_0264,930,264
0009_0270,960,961
0009_0276,984,276
0009_0282,960,7806
0009_0284,7804,284
0009_0286,998,999
0009_0957,937,7802
0009_6000,960,214
0009_6006,40,6006
0009_6010,960,214
0009_6011,913,141
0009_6012,145,6012
0009_6013,916,211
0009_6014,916,211
0009_6015,916,211
0009_6019,979,77
0009_6023,983,213
0009_6027,960,214
0009_6028,44,6028
0009_6029,44,6029
0009_6031,922,56
0009_6032,922,56
0009_6033,922,56
0009_6034,918,59
0009_6035,916,211
0009_6036,108,6036
0009_6037,68,6037
0009_6039,960,214
0009_6040,983,213
0009_6042,983,213
0009_6043,901,6043
0009_6044,923,257
0009_6046,901,6046
0009_6054,960,214
0009_6059,901,6059
0009_6060,901,6060
0009_6064,7809,6064
0009_6065,7809,6065
0009_6068,901,6068
0009_6069,7800,272
0009_6070,7800,272
0009_7802,937,7802
0019_0025,937,25
0019_0035,978,977
0019_0046,978,46
0019_0057,963,57
0019_0060,964,60
0019_0101,968,101
0019_0124,978,969
0024_0001,900,1
0024_0029,929,29
0024_0031,990,31
0024_0032,7803,997
0024_0033,987,33
0024_0035,977,35
0024_0036,7803,902
0024_0038,7803,902
0024_0040,7803,905
0024_0044,7803,920
0024_0046,978,46
0024_0050,962,50
0024_0051,7803,910
0024_0057,963,57
0024_0058,994,58
0024_0059,7803,906
0024_0061,7803,997
0024_0064,7803,926
0024_0065,978,965
0024_0066,919,66
0024_0067,978,967
0024_0070,900,70
0024_0071,7803,926
0024_0076,988,76
0024_0077,979,77
0024_0081,7803,926
0024_0087,939,87
0024_0101,968,101
0024_0103,940,103
0024_0104,7803,926
0024_0107,7802,955
0024_0108,7803,906
0024_0122,7803,926
0024_0123,7802,956
0024_0124,978,969
0024_0126,7803,906
0024_0141,7803,926
0024_0145,7803,926
0024_0147,908,147
0024_0168,7803,926
0024_0173,995,173
0024_0174,7803,906
0024_0209,7803,209
0024_0211,7803,926
0024_0236,990,996
0024_0243,993,243
0024_0244,919,244
0024_0270,960,961
0024_0276,984,276
0024_0284,7803,920
0024_0906,7803,906
0024_0911,7803,926
0024_0912,7803,926
0024_0926,7803,926
0024_0969,978,969
0024_6000,960,214
0024_6012,7803,926
0024_6013,7803,926
0024_6014,7803,926
0024_6015,7803,926
0024_6019,979,77
0024_6028,44,6028
0024_6029,44,6029
0024_6035,7803,926
0024_6036,7803,906
0024_6037,7803,902
0024_6043,900,901
0024_6046,900,901
0024_6050,7803,917
0024_6060,7803,926
0024_7000,7803,906
0024_7001,919,7001
0026_0025,937,25
0026_0029,929,29
0026_0032,905,997
0026_0033,986,987
0026_0035,978,977
0026_0036,902,36
0026_0037,938,37
0026_0038,902,38
0026_0040,905,40
0026_0044,920,44
0026_0046,978,46
0026_0051,910,51
0026_0055,982,55
0026_0056,922,56
0026_0057,963,57
0026_0058,994,58
0026_0059,918,59
0026_0060,964,60
0026_0061,905,997
0026_0064,926,64
0026_0065,978,965
0026_0066,919,66
0026_0067,978,967
0026_0068,902,68
0026_0071,926,71
0026_0079,981,79
0026_0081,926,81
0026_0082,928,82
0026_0087,939,87
0026_0101,968,101
0026_0103,7809,940
0026_0104,926,104
0026_0107,7802,955
0026_0122,926,122
0026_0123,937,7802
0026_0124,978,124
0026_0141,926,913
0026_0143,989,143
0026_0145,926,145
0026_0168,926,914
0026_0173,995,173
0026_0174,921,174
0026_0209,7803,209
0026_0211,926,916
0026_0236,996,236
0026_0237,927,237
0026_0244,919,244
0026_0257,923,257
0026_0264,930,264
0026_0270,961,270
0026_0272,7800,272
0026_0276,984,276
0026_0282,7806,282
0026_0283,998,283
0026_0284,920,7804
0026_0286,998,999
0026_0287,997,287
0026_0911,926,911
0026_0912,926,912
0026_0916,926,916
0026_6000,214,6000
0026_6006,905,40
0026_6011,926,913
0026_6012,926,912
0026_6013,926,916
0026_6014,926,916
0026_6015,926,916
0026_6018,77,6018
0026_6019,77,6019
0026_6020,77,6020
0026_6021,77,6021
0026_6023,213,6023
0026_6027,214,6027
0026_6028,920,44
0026_6029,920,44
0026_6031,922,56
0026_6035,926,916
0026_6036,108,6036
0026_6037,902,68
0026_6040,213,6040
0026_6042,213,6042
0026_6043,901,6043
0026_6044,923,257
0026_6046,926,901
0026_6055,902,68
0026_6059,905,997
0026_6060,901,6060
0026_6064,7809,6064
0026_6065,7809,6065
0026_6068,905,997
0026_6069,7800,272
0026_6070,7800,272
0026_6071,213,6071
0026_7001,919,7001
0034_0025,937,25
0034_0033,986,987
0034_0035,978,977
0034_0037,938,37
0034_0046,978,46
0034_0050,962,50
0034_0057,963,57
0034_0058,994,58
0034_0060,964,60
0034_0065,978,965
0034_0066,919,66
0034_0067,978,967
0034_0082,928,82
0034_0087,939,87
0034_0101,968,101
0034_0103,940,103
0034_0107,955,107
0034_0123,956,123
0034_0124,978,969
0034_0143,989,143
0034_0173,959,995
0034_0243,959,993
0034_0244,919,244
0034_0264,959,930
0034_0276,959,984
0034_0962,937,7802
0034_0965,937,7802
0034_0967,937,7802
0034_0969,937,7802
0034_0977,937,7802
0034_6019,979,77
0034_6020,979,77
0034_7802,937,7802
0087_0103,940,103
0127_0025,937,25
0127_0033,987,33
0127_0035,978,977
0127_0037,938,37
0127_0046,978,46
0127_0050,962,50
0127_0057,963,57
0127_0060,964,60
0127_0065,978,965
0127_0067,978,967
0127_0087,939,87
0127_0101,968,101
0127_0103,940,103
0127_0107,955,107
0127_0123,956,123
0127_0124,978,969
0127_0126,906,907
0127_0956,939,957
0127_6064,7809,6064
0127_6065,7809,6065
0217_0025,937,25
0217_0029,929,29
0217_0031,990,31
0217_0033,986,987
0217_0035,977,35
0217_0037,938,37
0217_0046,978,46
0217_0048,992,48
0217_0055,982,55
0217_0056,922,56
0217_0057,963,57
0217_0058,994,58
0217_0059,918,59
0217_0065,978,965
0217_0067,978,967
0217_0076,988,76
0217_0077,979,77
0217_0079,981,79
0217_0087,939,87
0217_0101,968,101
0217_0103,7809,940
0217_0107,937,7802
0217_0123,937,7802
0217_0124,978,969
0217_0126,907,126
0217_0141,913,141
0217_0143,989,143
0217_0168,914,168
0217_0173,995,173
0217_0174,921,174
0217_0211,916,211
0217_0213,983,213
0217_0236,990,996
0217_0237,927,237
0217_0243,993,243
0217_0257,923,257
0217_0264,930,264
0217_0270,961,270
0217_0272,7800,272
0217_0276,984,276
0217_0281,991,281
0217_0282,7806,282
0217_0283,999,283
0217_0284,7804,284
0217_0286,998,999
0217_0287,991,997
0217_0957,939,957
0217_6000,214,6000
0217_6006,40,6006
0217_6010,214,6010
0217_6011,913,141
0217_6012,912,145
0217_6013,916,211
0217_6014,916,211
0217_6015,916,211
0217_6019,979,77
0217_6023,983,213
0217_6025,923,257
0217_6027,214,6027
0217_6028,44,6028
0217_6029,44,6029
0217_6031,922,56
0217_6032,922,56
0217_6033,922,56
0217_6034,918,59
0217_6035,916,211
0217_6036,108,6036
0217_6037,68,6037
0217_6039,214,6039
0217_6040,983,213
0217_6041,214,6041
0217_6042,983,213
0217_6043,901,6043
0217_6044,923,257
0217_6046,901,6046
0217_6054,214,6054
0217_6055,68,6055
0217_6057,901,6057
0217_6059,901,6059
0217_6060,901,6060
0217_6064,7809,6064
0217_6065,7809,6065
0217_6068,901,6068
0217_6069,7800,272
0217_6070,7800,272
0217_6987,983,213
0217_6988,983,213
0217_6989,983,213
0217_7000,907,7000
0217_7802,937,7802
0224_0056,922,56
0224_0257,923,257
0224_6044,923,257
0231_0029,929,29
0235_0025,937,25
0235_0029,929,29
0235_0031,990,31
0235_0033,986,987
0235_0035,977,35
0235_0037,938,37
0235_0046,978,46
0235_0048,992,48
0235_0050,964,962
0235_0055,982,55
0235_0056,922,56
0235_0057,963,57
0235_0058,994,58
0235_0059,918,59
0235_0060,964,60
0235_0065,978,965
0235_0067,978,967
0235_0076,988,76
0235_0077,979,77
0235_0079,981,79
0235_0082,928,82
0235_0087,939,87
0235_0101,968,101
0235_0103,7809,940
0235_0107,937,7802
0235_0123,937,7802
0235_0124,978,969
0235_0126,907,126
0235_0141,913,141
0235_0143,989,143
0235_0168,914,168
0235_0169,904,169
0235_0173,995,173
0235_0174,921,174
0235_0211,916,211
0235_0213,983,213
0235_0214,960,214
0235_0236,990,996
0235_0237,927,237
0235_0243,993,243
0235_0257,923,257
0235_0264,930,264
0235_0270,960,961
0235_0272,7800,272
0235_0276,984,276
0235_0282,960,7806
0235_0284,7804,284
0235_0286,998,999
0235_0287,991,997
0235_0289,7807,289
0235_0940,939,957
0235_0955,937,7802
0235_0956,937,7802
0235_0957,939,957
0235_6000,960,214
0235_6006,40,6006
0235_6007,927,237
0235_6010,960,214
0235_6011,913,141
0235_6012,912,145
0235_6013,916,211
0235_6014,916,211
0235_6015,916,211
0235_6019,979,77
0235_6023,983,213
0235_6025,923,257
0235_6027,960,214
0235_6028,44,6028
0235_6029,44,6029
0235_6031,922,56
0235_6034,918,59
0235_6035,916,211
0235_6036,108,6036
0235_6037,68,6037
0235_6039,960,214
0235_6040,983,213
0235_6041,960,214
0235_6042,983,213
0235_6043,901,6043
0235_6044,923,257
0235_6045,45,6045
0235_6046,901,6046
0235_6054,960,214
0235_6055,68,6055
0235_6059,901,6059
0235_6060,901,6060
0235_6064,7809,6064
0235_6065,7809,6065
0235_6067,901,6067
0235_6068,901,6068
0235_6069,7800,272
0235_6070,7800,272
0235_7000,907,7000
0235_7802,937,7802
0241_0025,937,25
0241_0029,929,29
0241_0033,987,33
0241_0035,978,977
0241_0037,938,37
0241_0046,978,46
0241_0048,992,48
0241_0050,964,962
0241_0055,982,55
0241_0056,922,56
0241_0057,963,57
0241_0058,994,58
0241_0059,918,59
0241_0060,964,60
0241_0065,978,965
0241_0067,978,967
0241_0076,988,76
0241_0077,979,77
0241_0087,939,87
0241_0101,968,101
0241_0103,7809,940
0241_0107,937,7802
0241_0123,937,7802
0241_0124,978,969
0241_0126,907,126
0241_0141,913,141
0241_0143,989,143
0241_0168,914,168
0241_0173,995,173
0241_0174,921,174
0241_0189,915,189
0241_0211,916,211
0241_0213,983,213
0241_0236,996,236
0241_0237,927,237
0241_0243,959,993
0241_0257,923,257
0241_0264,930,264
0241_0270,961,270
0241_0272,7800,272
0241_0276,984,276
0241_0282,7806,282
0241_0283,998,283
0241_0284,7804,284
0241_0286,998,999
0241_0957,937,7802
0241_0961,960,961
0241_6000,214,6000
0241_6006,40,6006
0241_6007,927,237
0241_6010,214,6010
0241_6011,913,141
0241_6012,912,145
0241_6013,916,211
0241_6014,916,211
0241_6015,916,211
0241_6019,979,77
0241_6023,983,213
0241_6025,923,257
0241_6026,960,214
0241_6027,214,6027
0241_6028,44,6028
0241_6029,44,6029
0241_6031,922,56
0241_6032,922,56
0241_6033,922,56
0241_6034,998,283
0241_6035,916,211
0241_6036,108,6036
0241_6037,68,6037
0241_6039,214,6039
0241_6040,983,213
0241_6041,214,6041
0241_6042,983,213
0241_6043,901,6043
0241_6044,923,257
0241_6045,45,6045
0241_6046,901,6046
0241_6054,214,6054
0241_6055,68,6055
0241_6059,901,6059
0241_6060,901,6060
0241_6064,7809,6064
0241_6065,7809,6065
0241_6068,901,6068
0241_6069,7800,272
0241_6070,7800,272
0241_7000,907,7000
0241_7802,937,7802
0241_7806,960,7806
0247_0025,937,25
0247_0029,929,29
0247_0031,990,31
0247_0033,986,987
0247_0035,977,35
0247_0037,938,37
0247_0046,978,46
0247_0048,992,48
0247_0050,962,50
0247_0055,982,55
0247_0056,922,56
0247_0057,963,57
0247_0058,994,58
0247_0059,918,59
0247_0060,964,60
0247_0065,978,965
0247_0067,978,967
0247_0076,988,76
0247_0077,979,77
0247_0079,981,79
0247_0082,928,82
0247_0087,939,87
0247_0101,968,101
0247_0103,7809,940
0247_0107,937,7802
0247_0123,937,7802
0247_0124,978,969
0247_0126,907,126
0247_0141,913,141
0247_0143,989,143
0247_0147,908,147
0247_0168,914,168
0247_0173,995,173
0247_0174,921,174
0247_0211,916,211
0247_0213,983,213
0247_0214,960,214
0247_0236,990,996
0247_0237,927,237
0247_0243,993,243
0247_0257,923,257
0247_0264,930,264
0247_0270,960,961
0247_0276,984,276
0247_0284,7804,284
0247_0286,998,999
0247_0957,937,7802
0247_6000,960,214
0247_6006,40,6006
0247_6007,927,237
0247_6011,913,141
0247_6012,912,145
0247_6013,916,211
0247_6014,916,211
0247_6015,916,211
0247_6019,979,77
0247_6027,960,214
0247_6028,44,6028
0247_6029,44,6029
0247_6031,922,56
0247_6034,918,59
0247_6035,916,211
0247_6036,108,6036
0247_6037,68,6037
0247_6039,960,214
0247_6041,960,214
0247_6043,901,6043
0247_6044,923,257
0247_6045,45,6045
0247_6046,901,6046
0247_6054,960,214
0247_6055,68,6055
0247_6059,901,6059
0247_6060,901,6060
0247_6064,7809,6064
0247_6065,7809,6065
0247_6068,901,6068
0247_6069,7800,272
0247_6070,7800,272
0247_7000,907,7000
0247_7802,937,7802
0262_6031,56,6031
0262_6032,56,6032
0262_6033,56,6033
0267_0033,986,987
0267_0058,994,58
0267_0126,907,126
0267_0143,989,143
0267_0214,960,214
0267_0270,960,961
0267_6000,960,214
0267_6023,213,6023
0267_6040,213,6040
0267_6042,213,6042
0273_0058,994,58
0273_0076,988,76
0273_0077,979,77
0273_0126,907,126
0273_0143,989,143
0273_0173,995,173
0273_0216,980,216
0273_0276,984,276
0273_0289,7807,289
0273_6019,979,77
0274_0029,929,29
0277_0058,994,58
0277_0077,979,77
0277_0173,995,173
0331_0029,929,29
0331_0050,964,965
0331_0055,982,55
0331_0060,964,60
0331_0065,964,965
0331_0143,989,143
0331_0276,984,276
0900_0035,977,35
0900_0065,965,65
0900_0067,967,67
0900_0124,969,124
0900_0168,914,168
0900_0174,921,174
0900_0236,996,236
0900_0243,993,243
0900_0264,930,264
0900_0270,961,270
0900_0282,7806,282
0900_6000,214,6000
0900_6010,214,6010
0900_6012,912,145
0900_6014,916,211
0900_6019,77,6019
0900_6023,213,6023
0900_6025,257,6025
0900_6026,214,6026
0900_6027,214,6027
0900_6028,44,6028
0900_6031,56,6031
0900_6032,56,6032
0900_6033,56,6033
0900_6034,214,6034
0900_6037,68,6037
0900_6039,214,6039
0900_6040,213,6040
0900_6041,214,6041
0900_6042,213,6042
0900_6044,257,6044
0900_6054,214,6054
0906_0055,982,55
0906_0079,981,79
0906_6007,237,6007
0906_6023,213,6023
0906_6034,59,6034
0906_6037,68,6037
0906_6040,213,6040
0906_6042,213,6042
0906_6043,901,6043
0906_6046,901,6046
0909_6011,141,6011
0909_6012,145,6012
0909_6013,189,6013
0909_6014,211,6014
0909_6015,211,6015
0909_6035,211,6035
0910_0122,911,122
0910_0168,914,168
0910_6012,912,145
0915_0065,965,65
0917_0065,965,65
0917_0284,7804,284
0919_0035,977,35
0919_0065,965,65
0919_0067,967,67
0919_0123,956,123
0919_0124,969,124
0919_0236,996,236
0919_0264,930,264
0919_0270,961,270
0919_0276,984,276
0919_0282,7806,282
0919_6000,214,6000
0919_6010,214,6010
0919_6019,77,6019
0919_6023,213,6023
0919_6025,257,6025
0919_6027,214,6027
0919_6031,56,6031
0919_6032,56,6032
0919_6034,59,6034
0919_6039,214,6039
0919_6041,214,6041
0919_6042,213,6042
0919_6044,257,6044
0919_6054,214,6054
0925_6011,141,6011
0925_6012,145,6012
0925_6013,211,6013
0925_6014,211,6014
0925_6015,211,6015
0925_6035,211,6035
0926_6011,141,6011
0926_6012,145,6012
0926_6013,211,6013
0926_6014,211,6014
0926_6015,211,6015
0926_6035,211,6035
0929_6018,77,6018
0929_6019,77,6019
0929_6020,77,6020
0937_0037,938,37
0937_0103,940,103
0937_0123,956,123
0939_0103,940,103
0939_0107,955,107
0939_0123,957,956
0959_0032,997,32
0959_0035,977,35
0959_0061,997,61
0959_0065,965,65
0959_0067,967,67
0959_0103,940,103
0959_0122,911,122
0959_0124,978,969
0959_0141,913,141
0959_0168,914,168
0959_0174,921,174
0959_0236,996,236
0959_0237,927,237
0959_0282,7806,282
0959_0284,7804,284
0959_6000,214,6000
0959_6011,913,141
0959_6012,912,145
0959_6013,916,211
0959_6014,916,211
0959_6015,916,211
0959_6023,213,6023
0959_6034,257,6034
0959_6035,916,211
0959_6036,108,6036
0959_6037,68,6037
0959_6040,213,6040
0959_6042,213,6042
0959_6044,257,6044
0959_6046,901,6046
0960_0286,999,286
0960_6034,59,6034
0963_0065,965,65
0963_0067,967,67
0963_0124,969,124
0964_0050,962,50
0964_0065,965,65
0964_0067,967,67
0964_0104,926,104
0964_0108,906,108
0964_0124,969,124
0964_0236,996,236
0964_6000,214,6000
0964_6027,214,6027
0979_0058,994,58
0979_0173,995,173
0979_0243,993,243
0979_0264,930,264
0979_0276,984,276
0979_0289,7807,289
0988_0058,994,58
0992_0930,959,930
1052_0243,993,243
1052_0264,930,264
1052_6023,213,6023
1052_6040,213,6040
1052_6042,213,6042
1052_6045,995,173
7803_0050,962,50
7803_0065,965,65
7803_0067,967,67
7803_0103,940,103
7803_0124,969,124
7803_0236,996,236
7803_0243,993,243
7803_0270,961,270
7803_0282,7806,282
7803_0284,7804,284
7803_0286,999,286
7803_0287,997,287
7803_6000,214,6000
7803_6006,40,6006
7803_6010,214,6010
7803_6019,77,6019
7803_6023,213,6023
7803_6025,257,6025
7803_6026,214,6026
7803_6027,214,6027
7803_6031,56,6031
7803_6032,56,6032
7803_6033,56,6033
7803_6034,214,6034
7803_6039,214,6039
7803_6040,213,6040
7803_6041,214,6041
7803_6042,213,6042
7803_6044,257,6044
7803_6054,214,6054
7803_6069,272,6069
7803_6070,272,6070
9079_0033,986,987
9079_0087,939,87
9083_6028,44,6028
9155_0064,925,64
9155_6029,44,6029
9157_0065,965,65
9169_0025,937,25
9169_0029,929,29
9169_0035,977,35
9169_0037,938,37
9169_0046,978,46
9169_0048,992,48
9169_0057,963,57
9169_0058,994,58
9169_0060,964,60
9169_0065,965,65
9169_0067,978,967
9169_0076,988,76
9169_0077,979,77
9169_0079,981,79
9169_0101,968,101
9169_0124,978,969
9169_0126,907,126
9169_0143,989,143
9169_0147,908,147
9169_0168,914,168
9169_0173,995,173
9169_0174,921,174
9169_0213,983,213
9169_0214,960,214
9169_0243,993,243
9169_0270,960,961
9169_0276,984,276
9169_0284,7804,284
9169_6000,960,214
9169_6006,40,6006
9169_6014,916,211
9169_6015,916,211
9169_6027,960,214
9169_6028,44,6028
9169_6029,44,6029
9169_6037,68,6037
9169_6043,901,6043
9169_6046,901,6046
9169_6060,901,6060
9169_7000,907,7000
9191_0065,965,65
9191_6028,44,6028
9191_6045,45,6045
9193_0025,937,25
9193_0031,990,31
9193_0033,986,987
9193_0035,977,35
9193_0037,938,37
9193_0046,978,46
9193_0055,982,55
9193_0057,963,57
9193_0058,994,58
9193_0059,918,59
9193_0060,964,60
9193_0065,978,965
9193_0067,978,967
9193_0076,988,76
9193_0077,979,77
9193_0082,928,82
9193_0087,939,87
9193_0101,968,101
9193_0103,7809,940
9193_0122,911,122
9193_0124,978,969
9193_0126,907,126
9193_0141,913,141
9193_0143,989,143
9193_0147,908,147
9193_0168,914,168
9193_0173,995,173
9193_0174,921,174
9193_0211,916,211
9193_0213,983,213
9193_0214,960,214
9193_0236,990,996
9193_0243,993,243
9193_0270,960,961
9193_0276,984,276
9193_0281,991,281
9193_0284,7804,284
9193_0287,991,997
9193_6000,960,214
9193_6006,40,6006
9193_6010,960,214
9193_6011,913,141
9193_6012,912,145
9193_6013,916,211
9193_6014,916,211
9193_6015,916,211
9193_6019,979,77
9193_6027,960,214
9193_6028,44,6028
9193_6034,960,214
9193_6035,916,211
9193_6036,108,6036
9193_6037,68,6037
9193_6039,960,214
9193_6043,901,6043
9193_6046,901,6046
9193_6054,960,214
9193_6055,68,6055
9193_6058,991,6058
9193_6064,7809,6064
9193_6065,7809,6065
9279_6023,213,6023
9279_6040,213,6040
